ISO|Code|Code2|Freq|Time|Value
A5M|CSCICP04|GPSA|M|2015M2|0.5
A5M|CSCICP04|GPSA|M|2015M3|-0.11
A5M|CSCICP04|GPSA|M|2015M4|0.01
A5M|CSCICP04|GPSA|M|2015M5|0.2
A5M|CSCICP04|GPSA|M|2015M6|-0.39
A5M|CSCICP04|GPSA|M|2015M7|-0.15
A5M|CSCICP04|GPSA|M|2015M8|-0.06
A5M|CSCICP04|GPSA|M|2015M9|-0.02
A5M|CSCICP04|GPSA|M|2015M10|-0.1
A5M|CSCICP04|GPSA|M|2015M11|0.07
A5M|CSCICP04|GPSA|M|2015M12|-0.04
A5M|CSCICP04|GPSA|M|2016M1|0.06
A5M|CSCICP04|GPSA|M|2016M2|-0.02
A5M|CSCICP04|GPSA|M|2016M3|-0.27
A5M|CSCICP04|GPSA|M|2016M4|0.08
A5M|CSCICP04|GPSA|M|2016M5|-0.09
A5M|CSCICP04|GPSA|M|2016M6|0.28
A5M|CSCICP04|GPSA|M|2016M7|0.33
A5M|CSCICP04|GPSA|M|2016M8|-0.07
A5M|CSCICP04|GPSA|M|2016M9|-0.06
A5M|CSCICP04|GPSA|M|2016M10|0.26
A5M|CSCICP04|GPSA|M|2016M11|0.06
A5M|CSCICP04|GPSA|M|2016M12|0.07
A5M|CSCICP04|GPSA|M|2017M1|0.02
A5M|CSCICP04|GPSA|M|2017M2|0.25
A5M|CSCICP04|GPSA|M|2017M3|-0.12
A5M|CSCICP04|GPSA|M|2017M4|0.19
A5M|CSCICP04|GPSA|M|2017M5|-0.08
A5M|CSCICP04|GPSA|M|2017M6|0.07
A5M|CSCICP04|GPSA|M|2017M7|0.14
A5M|CSCICP04|GPSA|M|2017M8|-0.06
A5M|CSCICP04|GPSA|M|2017M9|0.38
A5M|CSCICP04|GPSA|M|2017M10|0.39
A5M|CSCICP04|GPSA|M|2017M11|-0.21
A5M|CSCICP04|GPSA|M|2017M12|0.07
A5M|CSCICP04|GPSA|M|2018M1|-0.02
A5M|CSCICP04|GPSA|M|2018M2|0.11
A5M|CSCICP04|GPSA|M|2018M3|-0.13
A5M|CSCICP04|GPSA|M|2018M4|0
A5M|CSCICP04|GPSA|M|2018M5|-0.02
A5M|CSCICP04|GPSA|M|2018M6|-0.41
A5M|CSCICP04|GPSA|M|2018M7|0.13
A5M|CSCICP04|GPSA|M|2018M8|-0.06
A5M|CSCICP04|GPSA|M|2018M9|0.05
